phone_full_name,phone_review_rating,phone_rate_number,phone_sale_price,phone_list_price,phone_discount,phone_brand,phone_dim,phone_weight,phone_ASIN,phone_model_numer,phone_batteries,phone_os,phone_ram,phone_wire_com_tech,phone_conn_tech,phone_is_GPS,phone_special_features,phone_display_tech,phone_other_display_features,phone_human_int_input,phone_scanner_res,phone_other_cam_features,phone_from_factor,phone_color,phone_batt_power_rating,phone_set,phone_manufacturer,phone_date,phone_mem_storage_cap,phone_standing_screen_display_size,phone_ram_memory_installed_size,phone_cust_rev_5_perc,phone_cust_rev_4_perc,phone_cust_rev_3_perc,phone_cust_rev_2_perc,phone_cust_rev_1_perc,phone_cust_say
"SAMSUNG Galaxy Z Flip 6 AI Cell Phone, 512GB Unlocked Android Smartphone, FlexCam, Photo Assist, Camcorder Mode, Live Interpreter, Foldable Design, 2024, US 1 Yr Manufacturer Warranty, Silver Shadow",3.5,417 ratings,"$1,067.99","$1,219.99",12%,SAMSUNG,3.35 x 2.83 x 0.59 inches,6.6 ounces,B0D19B2D19,SM-F741UZSEXAA,1 Lithium Ion batteries required. (included),"Android 14,Oneui 6.1",Sorry bro,Sorry bro,"Bluetooth, Wi-Fi, USB, NFC",True,"Fast Charging Support, Always On Display, Built-In GPS, Wireless Charging, Water Resistant",Sorry bro,Wireless,"Touchscreen, Microphone, Buttons",2640x1080,"Rear, Front",Foldable Screen,Silver,4000 Milliamp Hours,"Galaxy Flip6, USB-C Cable, SIM Tray Ejector, Quick Start Guide",Samsung,"July 10, 2024",512 GB,6.7 Inches,12 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,51%,"{'Compactness': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'MIXED'}, 'Build quality': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'MIXED'}, 'Design': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'MIXED'}, 'Speed': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'MIXED'}, 'Screen life': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'NEGATIVE'}, 'Screen responsiveness': {'pos_rev': '22', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy S21 FE, 128GB, Graphite, Factory Unlocked, New (SM-G990UZADXAG)",3.9,111 ratings,$299.99,$90.00,0%,SAMSUNG,2.93 x 6.13 x 0.31 inches,6.2 ounces,B0C1HGD6GC,SM-G990UZADXAG,Sorry bro,Android 13.0,Sorry bro,"Bluetooth, Cellular, Wi-Fi",Sorry bro,True,"120Hz refresh rate, 32 MP selfie camera",Sorry bro,Wireless,Touchscreen,Sorry bro,Front,Slate,Graphite,4500,USB Cable,Samsung,"February 7, 2023",6 GB,6.4 Inches,6 GB,5%,4%,Sorry bro,Sorry bro,Sorry bro,"{'Functionality': {'pos_rev': '9', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Compatibility': {'pos_rev': '9', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
Tracfone | Samsung Galaxy A25 5G | Locked | 128GB |5000mAh Battery | 50MP Main Camera | 6.5-in. AMOLED Display | Black,4.2,40 ratings,$205.84,Sorry bro,0%,Tracfone,3.05 x 0.32 x 6.38 inches,13.2 ounces,B0CTVZCXCM,S256VL,1 Lithium Polymer batteries required. (included),Android 13.0,Sorry bro,Sorry bro,"USB, Bluetooth V 5.1",True,"Voice Dialing (NameDailing - Google Now), Fingerprint Sensor (Unlock Only), Tethering by USB, BT, or WiFi, Enhanced Voice Services, WiFi Calling",Sorry bro,Wireless,Touchscreen,1920 x 1080,"Rear, Front",Bar,BLACK,Sorry bro,"Samsung Galaxy A25 5G Device, USB Charging Cable, Quick Start Guide",Samsung,"February 3, 2024",6 GB,6.5 Inches,6 GB,55%,Sorry bro,3%,Sorry bro,Sorry bro,"{'Screen quality': {'pos_rev': '6', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Storage capacity': {'pos_rev': '6', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '6', 'neg_rev': '0', 'tone': 'POSITIVE'}}"
Motorola Moto G54 Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Blue) - International Version,4.2,"1,630 ratings",$185.00,Sorry bro,0%,Motorola,6.36 x 2.91 x 0.31 inches,6.1 ounces,B0CF2PV74C,PAYTOO19SE,2 Lithium Polymer batteries required. (included),Android 13.0,8 GB,Cellular,Wi-Fi,True,Octa Core Processor,LCD,Wireless,Touchscreen,1080 x 2400,Front,Bar,Midnight Blue,5000 Milliamp Hours,Adapter,Motorola,"September 14, 2023",8 GB,6.5 Inches,8 GB,15%,64%,Sorry bro,Sorry bro,Sorry bro,"{'Phone quality': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Dual sim': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Camera quality': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'MIXED'}, 'Esim support': {'pos_rev': '27', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy M55 5G Dual SIM (256GB, 8GB) 6.7"" 120Hz AMOLED, Snapdragon 7, 50MP 4K Camera, 4G Volte (GSM Unlocked for T-Mobile, Global) International Model M556E/DS (25W Fast Charger Bundle, Black)",4.3,595 ratings,$274.18,$50.72,0%,SAMSUNG,3.24 x 6.63 x 1.5 inches,6.3 ounces,B0CZ29NQN4,SM-M556B/DS,1 Lithium Ion batteries required. (included),"Android 14, One UI 6.1",8 GB,Sorry bro,"2G, 3G, 4G LTE, 5G",True,Sorry bro,Sorry bro,Wireless,Sorry bro,1080 x 2400,Sorry bro,Foldable,Black,5000 Milliamp Hours,Sorry bro,SAMSUNG,"January 1, 2022",256 GB,6.7 Inches,8 GB,15%,Sorry bro,Sorry bro,2%,Sorry bro,{}
"Motorola Moto G84 5G (GSM Unlocked, International Version) 256GB + 12GB RAM Dual SIM Android 13 Smartphone (Marshmallow Blue)",4.2,265 ratings,$224.50,$259.99,0%,Motorola,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,Sorry bro,62%,Sorry bro,"{'Phone quality': {'pos_rev': '12', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '12', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '12', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '12', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Photo quality': {'pos_rev': '12', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Signal strength': {'pos_rev': '12', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"Apple iPhone 12 Pro Max (256GB, Pacific Blue) [Locked] + Carrier Subscription",4.3,410 ratings,"$1,102.73","$1,102.73",94%,Apple,6.33 x 3.07 x 0.29 inches,8 ounces,B08L5PHJ2Y,MGCN3LL/A,1 Lithium Ion batteries required. (included),iOS,256 GB,Sorry bro,"Bluetooth, Wi-Fi, NFC",True,"Fast Charging Support, Dual SIM, 4K Video Recording, Wireless Charging, Water Resistant",Sorry bro,Wireless Device,Touchscreen,Sorry bro,"Rear, Front",Smartphone,Pacific Blue,3687,"iPhone, USB-C to Lightning Cable",Apple Computer,"October 13, 2020",256 GB,6.7 Inches,Sorry bro,Sorry bro,14%,Sorry bro,2%,11%,"{'Phone quality': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '7', 'neg_rev': '0', 'tone': 'POSITIVE'}}"
"SAMSUNG Galaxy A05s (128GB, 4GB) 6.7"" Dual SIM GSM Unlocked Global 4G LTE A057M/DS (Silver)",4.1,91 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy A06 4G LTE (128GB + 4GB) Latin Version SM-A065M/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) - (Light Blue)",Sorry bro,Sorry bro,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy S24+ Plus 5g SM-S926B/DS 256GB 12GB RAM, 50 MP Camera, AI Smartphone, Unlocked Android International Model 2024 Onyx Gray",4.2,47 ratings,$680.80,$48.70,5%,SAMSUNG,6 x 3 x 1 inches,10.8 ounces,B0CTD5BR4V,SM-S926B/DS,1 Lithium Ion batteries required. (included),Android 14,Sorry bro,Cellular,USB,True,Sorry bro,Sorry bro,Wireless,Touchscreen,1080 x 2400,Front,Bar,Onyx Gray,4900 Milliamp Hours,USB Cable,Samsung,"January 26, 2024",256 GB,6.7 Inches,12 GB,5%,14%,13%,62%,Sorry bro,{}
Samsung Galaxy A35 5G A356E 256GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Navy,4.2,69 ratings,$299.00,$9.99,0%,SAMSUNG,6 x 4 x 2 inches,12.3 ounces,B0CY8Q6R3L,SAMSUNG A35,1 Lithium Polymer batteries required.,"Android 12, One UI Core 4.1",8,"Bluetooth, Cellular, Wi-Fi, NFC",USB,True,Dual SIM,Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Smartphone,Awesome Navy Latin Bands,5000 Watt Hours,"Bundle 25W Wall charger With dual USB, SIM Tray Ejector, USB Cable",Samsung Electronics,"March 16, 2024",256 GB,6.5 Inches,8 GB,Sorry bro,74%,Sorry bro,2%,Sorry bro,"{'Phone quality': {'pos_rev': '10', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '10', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of setup': {'pos_rev': '10', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Memory capacity': {'pos_rev': '10', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Compatibility': {'pos_rev': '10', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
Motorola Moto E14 XT2421-12 Dual Sim | 2GB Ram + 64GB Storage | GSM Factory Unlocked | International Model - (Lavender),3.6,(28),Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A55 5G A556E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Ice Blue,3.9,43 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracfone |TCL 30 Z | Renewed | Locked | 32GB | 3000mAh Battery |Black,4.2,13 ratings,$39.99,Sorry bro,0%,Tracfone,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,11%,{}
"Samsung Galaxy S24 FE 5G (128GB, 8GB) 6.7"" AMOLED 2X, 10-Core Processor, Global VoLTE (International Fully Unlocked for AT&T, Verizon, T-Mobile, Global) S721W (Graphite)",4.6,30 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motorola Moto G Stylus 5G 2023 (128GB, 4GB) 6.6"", 50MP Dual Camera, Android 13 (Fully Unlocked for T-Mobile, Verizon, AT&T, Global) XT2315-1 (256GB SD Bundle, Black)",4.2,902 ratings,$159.62,$169.70,6%,Motorola,6 x 4 x 2 inches,13.4 ounces,B0CXWBBFZW,XT2315-1,1 LR44 batteries required.,Android 13.0,Sorry bro,Sorry bro,Sorry bro,True,Sorry bro,Sorry bro,Wireless,Touchscreen with Stylus Support,1080 x 2400,Sorry bro,Bar,Black,5000 Milliamp Hours,USB Cable,Motorola,"January 1, 2022",128 GB,6.6 Inches,4 GB,Sorry bro,Sorry bro,Sorry bro,2%,Sorry bro,"{'Phone quality': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'POSITIVE'}, 'Ease of setup': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'POSITIVE'}, 'Fingerprint sensor': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'MIXED'}, 'Stylus functionality': {'pos_rev': '98', 'neg_rev': '22', 'tone': 'MIXED'}}"
"SAMSUNG Galaxy Z Flip3 5G (128GB, 8GB) 6.7"" AMOLED, Snapdragon 888, Android 14, 5G Volte (Fully Unlocked for AT&T, Verizon, T-Mobile, Global) F711U (Fast Wireless Charger Bundle, Phantom Black)",3.8,124 ratings,$319.99,$799.00,0%,SAMSUNG,6.54 x 2.84 x 0.27 inches,6.5 ounces,B09HCTTSP4,HP03074,1 Lithium Ion batteries required.,Android 14,8 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Touchscreen,Sorry bro,Sorry bro,Sorry bro,Phantom Black,4500 Milliamp Hours,Sorry bro,No,"January 1, 2022",8 GB,6.7 Inches,8 GB,5%,Sorry bro,13%,52%,Sorry bro,{}
"Xiaomi Poco X6 Pro 5G Global Unlocked (512GB + 12GB) GSM 6.67"" 64MP Triple Camera (for Tmobile Mint Tello Global) (Black Global ROM)",4.4,673 ratings,$299.49,Sorry bro,0%,Xiaomi,Sorry bro,2.2 pounds,B0CPXYTPYG,N11A-Poco x6 pro,1 CR5 batteries required. (included),"Android 14, HyperOS",12 GB,"Cellular, Wi-Fi",Wi-Fi,True,4K Video Recording,Sorry bro,Wireless,Touchscreen,2712 × 1220,"Rear, Front",Bar,Black,5000 Milliamp Hours,"Fast Car Charger, Adapter, Phone Case, USB Cable",No,"January 22, 2024",512 GB,6.67 Inches,12 GB,Sorry bro,Sorry bro,3%,Sorry bro,11%,"{'Phone quality': {'pos_rev': '9', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '9', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone response time': {'pos_rev': '9', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '9', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5'' GSM Unlocked,International Version-Black",3.9,945 ratings,$99.54,$105.00,5%,SAMSUNG,7 x 3.5 x 2.5 inches,6.6 ounces,B0BLZN9NDG,SM-A042M/DS,1 Lithium Ion batteries required. (included),Android,3,Cellular,Wi-Fi,True,"International Version, Factory Unlocked, Dual SIM, Compatible with T-Mobile, Mint, Tello, and Metro in the USA Market, and any GSM provider in Latin America",Sorry bro,Wireless,Touchscreen,720 x 1600,"Rear, Front",Smart Phone,BLACK,5000 Milliampere Hour (mAh),"Power Adapter, Phone, SIM Tray Ejector, USB Cable",SAMSUNG,"November 10, 2022",3 GB,6.5 Inches,Sorry bro,Sorry bro,4%,Sorry bro,Sorry bro,Sorry bro,"{'Functionality': {'pos_rev': '21', 'neg_rev': '39', 'tone': 'MIXED'}, 'Phone quality': {'pos_rev': '21', 'neg_rev': '39', 'tone': 'MIXED'}, 'Phone unlock': {'pos_rev': '21', 'neg_rev': '39', 'tone': 'NEGATIVE'}}"
Motorola Edge | 2022 | 2-Day Battery | Unlocked | Made for US 6/128GB | 50MP Camera | Mineral Gray,4.1,"1,375 ratings",$179.99,$194.99,8%,Motorola,6.3 x 2.91 x 0.31 inches,5.3 ounces,B0CD2YV1WZ,PAUJ0008US,Sorry bro,Android 12.0,8 GB,"Cellular, Wi-Fi","Bluetooth, Wi-Fi",True,"Fast Charging Support, Stereo Speakers, Expandable Memory, Built-In GPS, Mobile Hotspot Capability",Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Slate,Mineral Gray,5000,USB Cable,Motorola,"July 28, 2023",124 GB,6 Inches,6 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Phone quality': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'POSITIVE'}, 'Display quality': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'MIXED'}, 'Picture quality': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'MIXED'}, 'Charging capability': {'pos_rev': '159', 'neg_rev': '23', 'tone': 'NEGATIVE'}}"
Motorola Moto E14 XT2421-12 Dual Sim | 2GB Ram + 64GB Storage | GSM Factory Unlocked | International Model - (Gray),4.1,46 ratings,$79.72,Sorry bro,0%,Motorola,6.3 x 4.72 x 0.39 inches,10.6 ounces,B0D99J6GJ7,XT2421-12,1 Lithium Ion batteries required.,Android 14,Sorry bro,Cellular,"Bluetooth, Wi-Fi, USB",True,"Dual SIM, Internationally Sourced, Expandable Memory",Sorry bro,Wireless,Microphone,1280 x 720,"Rear, Front",Bar,Gray,5000 Milliamp Hours,"Power Adapter, SIM Tray Ejector, USB Cable",Motorola,"July 12, 2024",64 GB,6.56 Inches,2 GB,Sorry bro,14%,Sorry bro,Sorry bro,Sorry bro,{}
"SAMSUNG Galaxy A14 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 64GB w/Expandable Storage, Long Battery Life, 13MP Camera, 6.6"" Infinite Display Screen, US Version, 2023, Black",4.1,896 ratings,$118.44,Sorry bro,0%,SAMSUNG,0.36 x 3.1 x 6.6 inches,7.2 ounces,B0BLW47H3M,SM-A146UZKDXAA,1 Lithium Ion batteries required. (included),Android 13.0,4 GB,"Bluetooth, Wi-Fi","Bluetooth, Wi-Fi, USB",True,Sorry bro,Sorry bro,Wireless,"Touchscreen, Microphone, Buttons",Sorry bro,"Rear, Front",Bar,Black,5000 Milliampere Hour (mAh),"A14 5G Smart Phone, Quick Reference Guide/Terms and Conditions, SIM Ejection Pin, USB-C to USB-C Cable",SAMSUNG,"January 27, 2023",64 GB,6.6 Inches,4 GB,Sorry bro,4%,Sorry bro,62%,Sorry bro,"{'Value for money': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Display quality': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone quality': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'MIXED'}, 'Slackness': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'MIXED'}, 'Charging capability': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"SAMSUNG Galaxy A16 5G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Water Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A166M/DS (25W Fast Charger Bundle, Blue Black)",4.5,12 ratings,$184.94,Sorry bro,0%,SAMSUNG,6 x 4 x 2 inches,9.2 ounces,B0DT1KMCXP,SM-A66,1 Lithium Ion batteries required. (included),"Android 14, One UI",Sorry bro,Sorry bro,"2G, 3G, 4G, 5G",True,Sorry bro,Sorry bro,Wireless,Sorry bro,1080 x 2340,Sorry bro,Slate,Blue Black,5000 Milliamp Hours,USB Cable,SAMSUNG,"January 1, 2022",4 GB,6.7 Inches,4 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,11%,{}
Motorola G85 5G 12GB 256GB | pOLED 120 Hz | 50MP | 5000mah Battery Unlocked Phone (International Version) - Urban Grey,4.3,342 ratings,$229.99,$279.99,0%,Sorry bro,6.37 x 0.3 x 2.88 inches,6 ounces,B0D4R89TZV,PB2A0003SE,1 AAA batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Motorola,"September 28, 2024",Sorry bro,Sorry bro,Sorry bro,15%,Sorry bro,Sorry bro,2%,Sorry bro,{}
"Motorola Moto G54 5G Dual SIM | 8+256GB ROM | GSM Unlocked Smartphone | 6.5"" 120Hz IPS LCD Display | Android 13 | 50MP Camera | Li-Po 6000 mAh Battery | International Model - (Spatial Black)",3.4,164 ratings,$179.99,$279.99,0%,Motorola,7.87 x 5.91 x 5.51 inches,10.6 ounces,B0CP6DB1YG,XT2343-1,1 Lithium Polymer batteries required.,Android 13.0,Sorry bro,Cellular,5G,True,"Dual SIM, Internationally Sourced, Built-In GPS",LCD,Wireless,Touchscreen,2340 x 1080,Rear,Bar,Spatial Black,5000 Milliamp Hours,"Power Adapter, SIM Tray Ejector, Phone Case, USB Cable",Motorola,"February 9, 2024",256 GB,6.5 Inches,8 GB,45%,4%,Sorry bro,Sorry bro,Sorry bro,"{'Phone quality': {'pos_rev': '4', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '4', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Display quality': {'pos_rev': '4', 'neg_rev': '0', 'tone': 'POSITIVE'}}"
"SAMSUNG Galaxy S21 Plus, 128GB, Black, Factory unlocked",4.2,37 ratings,$308.00,$329.99,7%,SAMSUNG,6 x 4 x 2 inches,7.1 ounces,B0C1HY54G9,SM-G996UZKAXAG,1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,"Bluetooth, Cellular, Wi-Fi","Bluetooth, Wi-Fi, USB",True,Sorry bro,Sorry bro,Wireless,Touchscreen,1080 x 2400,Front,Slate,Phantom Black,4800 Milliamp Hours,Adapter,SAMSUNG,"April 4, 2023",Sorry bro,6.7 Inches,Sorry bro,5%,Sorry bro,Sorry bro,22%,Sorry bro,{}
SAMSUNG Galaxy S24 Ultra SM-S928B/DS 12GB 256GB Dual Sim Factory Unlocked International Model (Titanium Grey),4.4,186 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy A14 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 64GB w/Expandable Storage, Long Battery Life, 13MP Camera, 6.6"" Infinite Display Screen, US Version, 2023, Black",4.1,896 ratings,$118.44,Sorry bro,0%,SAMSUNG,0.36 x 3.1 x 6.6 inches,7.2 ounces,B0BLW47H3M,SM-A146UZKDXAA,1 Lithium Ion batteries required. (included),Android 13.0,4 GB,"Bluetooth, Wi-Fi","Bluetooth, Wi-Fi, USB",True,Sorry bro,Sorry bro,Wireless,"Touchscreen, Microphone, Buttons",Sorry bro,"Rear, Front",Bar,Black,5000 Milliampere Hour (mAh),"A14 5G Smart Phone, Quick Reference Guide/Terms and Conditions, SIM Ejection Pin, USB-C to USB-C Cable",SAMSUNG,"January 27, 2023",64 GB,6.6 Inches,4 GB,Sorry bro,4%,Sorry bro,62%,Sorry bro,"{'Value for money': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Display quality': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone quality': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'MIXED'}, 'Slackness': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'MIXED'}, 'Charging capability': {'pos_rev': '62', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black,4.3,"1,032 ratings",$149.70,Sorry bro,0%,SAMSUNG,3.02 x 0.33 x 6.3 inches,7.1 ounces,B0CSB14R7J,SM-A155M/DSN,1 A batteries required.,Android 14,6 GB,Cellular,USB,True,Dual SIM,Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Slate,Blue Black,Sorry bro,"SIM Tray Ejector, Adapter",Samsung,"January 25, 2024",128 GB,6.5 Inches,6 GB,5%,Sorry bro,13%,2%,71%,"{'Phone quality': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Ease of setup': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'MIXED'}, 'Phone unlockability': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'MIXED'}, 'Charger quality': {'pos_rev': '49', 'neg_rev': '6', 'tone': 'NEGATIVE'}}"
